r_title,r_media_title,r_post_date,r_upvote_ratio,r_score,r_media_data,r_post_artist,r_post_song,r_media_artist,r_media_song,r_genres,link_source,sp_link,yt_link,yt_video_id,sc_link,sc_embed_link,bc_embed_link,video_title,channel_title,publish_date,vid_duration,view_count,thumbnail_standard,like_count,comment_count,video_tags,view_count_readable,like_count_readable,comment_count_readable,vid_duration_readable,publish_date_readable,r_score_readable
Smudged - Hypnotized [Electronic krautpunk] (2022),Smudged -  Hypnotized (Live at Gârden),2022-11-11,1.0,3.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Smudged -  Hypnotized (Live at Gârden)', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/ArGz9CesfdM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Smudged -  Hypnotized (Live at Gârden)""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'Smudged', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/ArGz9CesfdM/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCpzrHRhEpgty8BCk9lJnZJw'}, 'type': 'youtube.com'}",Smudged,Hypnotized,Smudged,Hypnotized,electronic krautpunk,youtube,,https://www.youtube.com/watch?v=ArGz9CesfdM,ArGz9CesfdM,,,,Smudged -  Hypnotized (Live at Gârden),Smudged,2021-12-31T15:50:29Z,PT5M21S,2003,https://i.ytimg.com/vi/ArGz9CesfdM/hqdefault.jpg,63,4,,2K,63,4,05:21,2021-12-31,3
Marcus King Band - Rita Is Gone [Blues Rock],"The Marcus King Band - Rita Is Gone - 2/27/2017 - Paste Studios, New York, NY",2022-11-10,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'The Marcus King Band - Rita Is Gone - 2/27/2017 - Paste Studios, New York, NY', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/nSjbxfHzKg4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Marcus King Band - Rita Is Gone - 2/27/2017 - Paste Studios, New York, NY""></iframe>', 'author_name': 'Paste Magazine', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/nSjbxfHzKg4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/pastemagazine'}}",Marcus King Band,Rita Is Gone,The Marcus King Band,"Rita Is Gone - 2/27/2017 - Paste Studios, New York, NY",blues rock,youtube,,https://www.youtube.com/watch?v=nSjbxfHzKg4,nSjbxfHzKg4,,,,"The Marcus King Band - Rita Is Gone - 2/27/2017 - Paste Studios, New York, NY",Paste Magazine,2017-03-30T22:25:49Z,PT6M55S,687007,https://i.ytimg.com/vi/nSjbxfHzKg4/hqdefault.jpg,11476,323,"['The Marcus King Band', 'Paste', 'live session', 'acoustic session', 'live acoustic', 'NYC', 'Paste Cloud', 'New York', 'Paste Studios', 'Rita Is Gone']",687K,11.5K,323,06:55,2017-03-30,3
The Pinx -- IS THAT WHAT YOU WANT [New Wave Classic Rock] (2022),The Pinx - Is That What You Want,2022-11-11,0.67,3.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'The Pinx - Is That What You Want', 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/Pg9nYq-6UvM?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""The Pinx - Is That What You Want""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'version': '1.0', 'author_name': 'The Pinx', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/Pg9nYq-6UvM/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/ThePinx'}, 'type': 'youtube.com'}",The Pinx,IS THAT WHAT YOU WANT,The Pinx,Is That What You Want,new wave classic rock,youtube,,https://www.youtube.com/watch?v=Pg9nYq-6UvM,Pg9nYq-6UvM,,,,The Pinx - Is That What You Want,The Pinx,2022-11-10T20:00:11Z,PT5M20S,243,https://i.ytimg.com/vi/Pg9nYq-6UvM/hqdefault.jpg,,0,"['the pinx', 'atlanta', 'rock and roll', 'new wave of classic rock', 'classic rock', 'adam mcintyre', 'chance mccoll', 'atlanta music', 'atlanta band']",243,,,05:20,2022-11-10,3
Windwaker -- Left in the Dark [Rock/Metal] (2022),"Windwaker – ""Left In The Dark"" (Official Music Video)",2022-11-10,1.0,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Windwaker – ""Left In The Dark"" (Official Music Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/AYUXPpBSsVQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Windwaker – &quot;Left In The Dark&quot; (Official Music Video)""></iframe>', 'author_name': 'Fearless Records', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/AYUXPpBSsVQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/fearlessrecords'}}",Windwaker,Left in the Dark,Windwaker,Left In The Dark,"rock, metal",youtube,,https://www.youtube.com/watch?v=AYUXPpBSsVQ,AYUXPpBSsVQ,,,,"Windwaker – ""Left In The Dark"" (Official Music Video)",Fearless Records,2022-11-10T22:00:09Z,PT3M31S,11983,https://i.ytimg.com/vi/AYUXPpBSsVQ/hqdefault.jpg,893,60,,12K,893,60,03:31,2022-11-10,3
Portrait Prophecies - hesitant dawn [indie electronic],hesitant dawn by Portrait Prophecies,2022-11-11,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'hesitant dawn by Portrait Prophecies', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/5gZeOJQR8js?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""hesitant dawn by Portrait Prophecies""></iframe>', 'author_name': 'Portrait Prophecies', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/5gZeOJQR8js/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCFiWp4rp3aJ2M-ipvy98I-A'}}",Portrait Prophecies,hesitant dawn,,,indie electronic,youtube,,https://www.youtube.com/watch?v=5gZeOJQR8js,5gZeOJQR8js,,,,hesitant dawn by Portrait Prophecies,Portrait Prophecies,2022-11-11T20:36:21Z,PT2M17S,14,https://i.ytimg.com/vi/5gZeOJQR8js/hqdefault.jpg,3,0,"['synthwave', 'indie synthwave', 'synthwave music', 'indie music', 'portrait prophecies', 'music', 'indie', 'electronic', 'indie electronic', 'electronic music']",14,3,0,02:17,2022-11-11,3
Bright - All The Wheels Go [post-rock] (1996),All The Wheels Go,2022-11-11,1.0,3.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'All The Wheels Go', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/eaELUpRO0mI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""All The Wheels Go""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Bright - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/eaELUpRO0mI/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCCg-G53emjI2Qnsvbq7Uf7Q'}, 'type': 'youtube.com'}",Bright,All The Wheels Go,,,post-rock,youtube,,https://www.youtube.com/watch?v=eaELUpRO0mI,eaELUpRO0mI,,,,All The Wheels Go,Bright - Topic,2020-06-02T01:58:01Z,PT3M58S,946,https://i.ytimg.com/vi/eaELUpRO0mI/hqdefault.jpg,42,0,"['Bright', 'All The Wheels Go']",946,42,0,03:58,2020-06-02,3
EVY90 - The way home [Dance],EVY90 | The way home,2022-11-11,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'EVY90 | The way home', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/e5VFNmKKQcY?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""EVY90 | The way home""></iframe>', 'author_name': 'FL Studio Music', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/e5VFNmKKQcY/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCFqCHXIXcmIBB1hZLiq0oyw'}}",EVY90,The way home,EVY90,The way home,dance,youtube,,https://www.youtube.com/watch?v=e5VFNmKKQcY,e5VFNmKKQcY,,,,EVY90 | The way home,FL Studio Music,2022-11-10T19:38:32Z,PT5M6S,187,https://i.ytimg.com/vi/e5VFNmKKQcY/hqdefault.jpg,6,0,"['#synthwave', '#arashi', '#relaxing', '#dance', '#club', '#city', '#soundcloud', '#retro', '#old', '#remix', '#ue4', '#blender', '#piano', '#trance', '#hypercar', '#space', '#new', '#ua', '#ukraine', '#color', '#audio', '#angel', '#australia', '#airforce']",187,6,0,05:06,2022-11-10,3
Ilko Birov - Mrs. James [Indie Rock] Released Today,Ilko Birov - Mrs. James (Official Audio),2022-11-11,1.0,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Ilko Birov - Mrs. James (Official Audio)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/G7VichYV8rU?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Ilko Birov - Mrs. James (Official Audio)""></iframe>', 'author_name': 'Ilko Birov', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/G7VichYV8rU/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/IlkoBirov'}}",Ilko Birov,Mrs. James,Ilko Birov,Mrs. James,indie rock,youtube,,https://www.youtube.com/watch?v=G7VichYV8rU,G7VichYV8rU,,,,Ilko Birov - Mrs. James (Official Audio),Ilko Birov,2022-11-11T10:33:02Z,PT4M3S,3320,https://i.ytimg.com/vi/G7VichYV8rU/hqdefault.jpg,120,5,,3.32K,120,5,04:03,2022-11-11,3
Lecx Stacy - Crying with the Ghosts [experimental / punk] (2021),"Lecx Stacy - Crying with the Ghosts [ft. Aeon Break, Jessica Winter] (Official Video)",2022-11-10,0.72,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Lecx Stacy - Crying with the Ghosts [ft. Aeon Break, Jessica Winter] (Official Video)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/qm37-xRtkgg?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Lecx Stacy - Crying with the Ghosts [ft. Aeon Break, Jessica Winter] (Official Video)""></iframe>', 'author_name': 'Lecx Stacy', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/qm37-xRtkgg/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCi79V9qohe7_L811vu7Ahog'}}",Lecx Stacy,Crying with the Ghosts,Lecx Stacy,Crying with the Ghosts,"experimental, punk",youtube,,https://www.youtube.com/watch?v=qm37-xRtkgg,qm37-xRtkgg,,,,"Lecx Stacy - Crying with the Ghosts [ft. Aeon Break, Jessica Winter] (Official Video)",Lecx Stacy,2021-07-09T18:42:06Z,PT4M35S,1088,https://i.ytimg.com/vi/qm37-xRtkgg/hqdefault.jpg,93,11,"['Short film', 'Show me the body', 'Lecx Stacy', 'Indie music', 'Viral', 'Share', 'death grips', 'video', 'sharing', 'camera phone', 'video phone', 'free', 'upload', 'deathgrips', 'guillotine', 'death grip', 'yah', 'death grips ex military', 'baby keem', 'ho99o9']",1.09K,93,11,04:35,2021-07-09,3
Andrew Sa -- I Wish I Was The Moon [cosmic country] (2020),I Wish I Was the Moon / Andrew Sa with Kelly Hogan / Cosmic Country Showcase VR / Campfire,2022-11-09,0.81,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'I Wish I Was the Moon / Andrew Sa with Kelly Hogan / Cosmic Country Showcase VR / Campfire', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/GjiSW9GVJds?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""I Wish I Was the Moon / Andrew Sa with Kelly Hogan / Cosmic Country Showcase VR / Campfire""></iframe>', 'author_name': 'Andrew Sa', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/GjiSW9GVJds/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCsDuWjTqD7Odt-zzFGJshnA'}}",Andrew Sa,I Wish I Was The Moon,I Wish I Was the Moon,Andrew Sa with Kelly Hogan / Cosmic Country Showcase VR / Campfire,cosmic country,youtube,,https://www.youtube.com/watch?v=GjiSW9GVJds,GjiSW9GVJds,,,,I Wish I Was the Moon / Andrew Sa with Kelly Hogan / Cosmic Country Showcase VR / Campfire,Andrew Sa,2020-11-02T16:00:09Z,PT3M41S,1047,https://i.ytimg.com/vi/GjiSW9GVJds/hqdefault.jpg,50,5,,1.05K,50,5,03:41,2020-11-02,3
"JJ Slater - Wade [folk rock], music video featuring Truffles the Bear",Wade- JJ Slater,2022-11-11,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Wade- JJ Slater', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/dm5FKtM0haE?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Wade- JJ Slater""></iframe>', 'author_name': 'JJ Slater', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/dm5FKtM0haE/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCS8IJH-xBZCFJzxxpxp7jNw'}}",JJ Slater,Wade,Wade,JJ Slater,folk rock,youtube,,https://www.youtube.com/watch?v=dm5FKtM0haE,dm5FKtM0haE,,,,Wade- JJ Slater,JJ Slater,2022-11-11T13:40:26Z,PT4M18S,224,https://i.ytimg.com/vi/dm5FKtM0haE/hqdefault.jpg,9,6,"['Music', 'Music video', 'Chill', 'Vibes', 'River', 'New Mexico', 'Indie Rock', 'Indie Folk', 'Psychedelic', 'Guitar solo']",224,9,6,04:18,2022-11-11,3
"Nicky Scott - ""Backstreet Girl"" [Baroque Pop] (1967)",Backstreet Girl - Original,2022-11-10,1.0,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'Backstreet Girl - Original', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/uxqScfaE7n4?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Backstreet Girl - Original""></iframe>', 'author_name': 'Various Artists - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/uxqScfaE7n4/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC6SemiBqCDvv2XsWVqD8mgg'}}",Nicky Scott,Backstreet Girl,Backstreet Girl,Original,baroque pop,youtube,,https://www.youtube.com/watch?v=uxqScfaE7n4,uxqScfaE7n4,,,,Backstreet Girl - Original,Various Artists - Topic,2015-02-21T18:59:33Z,PT3M7S,162,https://i.ytimg.com/vi/uxqScfaE7n4/hqdefault.jpg,3,0,"['Nicky', 'Scott', 'Pop', 'Goez', 'Immediate', 'CD1', 'Backstreet', 'Girl', 'Original']",162,3,0,03:07,2015-02-21,3
"Tony Smith - Jesu, Joy Of Man's Desiring[Classical]","Tony Smith - Jesu, Joy Of Man's Desiring[Classical]",2022-11-11,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Tony Smith - Jesu, Joy Of Man's Desiring[Classical]"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/z6bE_JFcMtI?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Tony Smith - Jesu, Joy Of Man&#39;s Desiring[Classical]""></iframe>', 'author_name': ""Tony's Music"", 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/z6bE_JFcMtI/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/@TonysMusic'}}",Tony Smith,"Jesu, Joy Of Man's Desiring",Tony Smith,"Jesu, Joy Of Man's Desiring",classical,youtube,,https://www.youtube.com/watch?v=z6bE_JFcMtI,z6bE_JFcMtI,,,,"Tony Smith - Jesu, Joy Of Man's Desiring[Classical]",Tony's Music,2022-11-11T09:15:01Z,PT8M41S,27,https://i.ytimg.com/vi/z6bE_JFcMtI/hqdefault.jpg,2,0,"['music', 'social', 'interests.', 'Animations', 'Johann Sebastian Bach', 'Instrumental', 'Clarinet']",27,2,0,08:41,2022-11-11,3
PF - Seize And Destroy [Australian Thrash Punk] (2022),PRIVATE FUNCTION - SEIZE AND DESTROY,2022-11-10,0.72,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'PRIVATE FUNCTION - SEIZE AND DESTROY', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/V2m_BpfDss8?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""PRIVATE FUNCTION - SEIZE AND DESTROY""></iframe>', 'author_name': 'PRIVATE FUNCTION', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/V2m_BpfDss8/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCPtm8r9aH1wZqYhNa0oCH7g'}}",PF,Seize And Destroy,PRIVATE FUNCTION,SEIZE AND DESTROY,australian thrash punk,youtube,,https://www.youtube.com/watch?v=V2m_BpfDss8,V2m_BpfDss8,,,,PRIVATE FUNCTION - SEIZE AND DESTROY,PRIVATE FUNCTION,2022-10-31T02:00:11Z,PT3M18S,2498,https://i.ytimg.com/vi/V2m_BpfDss8/hqdefault.jpg,136,17,,2.5K,136,17,03:18,2022-10-31,3
Jean-Paul-Sartre Experience - Bleeding Star [Indie Rock/Shoegaze] A great album by a great New Zealand band that does not get talked about a lot,JPS Experience - Bleeding Star 1993 (full album),2022-11-12,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'JPS Experience - Bleeding Star 1993 (full album)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/lIPGOeJr3kk?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""JPS Experience - Bleeding Star 1993 (full album)""></iframe>', 'author_name': 'Wilkie ii', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/lIPGOeJr3kk/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UC1CtFH93Sy-kouit-A1xlrw'}}",Jean-Paul-Sartre Experience,Bleeding Star,JPS Experience,Bleeding Star 1993,"indie rock, shoegaze",youtube,,https://www.youtube.com/watch?v=lIPGOeJr3kk,lIPGOeJr3kk,,,,JPS Experience - Bleeding Star 1993 (full album),Wilkie ii,2015-12-30T01:47:54Z,PT39M19S,3958,https://i.ytimg.com/vi/lIPGOeJr3kk/hqdefault.jpg,89,11,"['JPS Experience', 'Jean-Paul Sartre Experience', 'flying nun']",3.96K,89,11,39:19,2015-12-30,3
Frank From Blue Velvet -- Everyone's Got a Plan [Alt Country/Blues] (2022),Frank From Blue Velvet - Everyone's Got a Plan,2022-11-09,0.8,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': ""Frank From Blue Velvet - Everyone's Got a Plan"", 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/8vi5IP3guRo?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Frank From Blue Velvet - Everyone&#39;s Got a Plan""></iframe>', 'author_name': 'ProperTVofthelost', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/8vi5IP3guRo/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCzY9-ktnyJ-6QdEOP3AXntw'}}",Frank From Blue Velvet,Everyones Got a Plan,Frank From Blue Velvet,Everyone's Got a Plan,"alt country, blues",youtube,,https://www.youtube.com/watch?v=8vi5IP3guRo,8vi5IP3guRo,,,,Frank From Blue Velvet - Everyone's Got a Plan,ProperTVofthelost,2022-10-03T14:01:29Z,PT3M32S,7758,https://i.ytimg.com/vi/8vi5IP3guRo/hqdefault.jpg,37,4,,7.76K,37,4,03:32,2022-10-03,3
cadode - Uichimatta! [j-pop] (2022),cadode「浮いちまった！」Music Video,2022-11-10,0.64,3.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'cadode「浮いちまった！」Music Video', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/u569jAgiIOQ?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""cadode「浮いちまった！」Music Video""></iframe>', 'author_name': 'cadode', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/u569jAgiIOQ/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/cadodeofficial'}}",cadode,Uichimatta!,,,j-pop,youtube,,https://www.youtube.com/watch?v=u569jAgiIOQ,u569jAgiIOQ,,,,cadode「浮いちまった！」Music Video,cadode,2022-11-10T10:00:07Z,PT3M30S,2443,https://i.ytimg.com/vi/u569jAgiIOQ/hqdefault.jpg,285,38,,2.44K,285,38,03:30,2022-11-10,3
H. Villa Lobos - Prelude no. 1 [Guitar],H. Villa-Lobos Prelude No. 1 (César Slva),2022-11-12,0.67,2.0,"{'type': 'youtube.com', 'oembed': {'provider_url': 'https://www.youtube.com/', 'version': '1.0', 'title': 'H. Villa-Lobos Prelude No. 1 (César Slva)', 'type': 'video', 'thumbnail_width': 480, 'height': 200, 'width': 356, 'html': '<iframe width=""356"" height=""200"" src=""https://www.youtube.com/embed/FFdAek5Xf4Q?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""H. Villa-Lobos Prelude No. 1 (César Slva)""></iframe>', 'author_name': 'César Silva', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/FFdAek5Xf4Q/hqdefault.jpg', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/c/CésarSilvaGuitar'}}",H. Villa Lobos,Prelude no. 1,H. Villa,Lobos Prelude No. 1,guitar,youtube,,https://www.youtube.com/watch?v=FFdAek5Xf4Q,FFdAek5Xf4Q,,,,H. Villa-Lobos Prelude No. 1 (César Slva),César Silva,2022-10-18T05:31:07Z,PT4M33S,572,https://i.ytimg.com/vi/FFdAek5Xf4Q/hqdefault.jpg,19,0,"['fingerstyle', 'Acoustic Fingerstyle', 'nylon', 'classical guitar', 'guitare classique', 'guitar', 'guitarra clasica', 'spanish guitar', 'classical guitar music', 'classic guitar', 'violao', 'violão', 'violão classico', 'villa lobos', 'vila lobos', 'villa lobos prelude 1', 'cesar', 'silva', 'classical', 'acoustic', 'accoustic', 'portugal', 'live', 'performance', 'cesarsilvaguitar', 'cesar silva guitar', '@cesarsilcaguitar', 'classical music guitar', 'prelude', 'brazil', 'villa-lobos', 'recording', 'cesar silva live', 'lobos', 'heitor villa-lobos', 'brazilian music']",572,19,0,04:33,2022-10-18,2
Alif Tree -- Electro Salam [Trip-Hop] (2002),Electro Salam,2022-11-11,1.0,2.0,"{'oembed': {'provider_url': 'https://www.youtube.com/', 'title': 'Electro Salam', 'html': '<iframe width=""267"" height=""200"" src=""https://www.youtube.com/embed/n6jihEDZT0E?feature=oembed&enablejsapi=1"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen title=""Electro Salam""></iframe>', 'thumbnail_width': 480, 'height': 200, 'width': 267, 'version': '1.0', 'author_name': 'Alif Tree - Topic', 'provider_name': 'YouTube', 'thumbnail_url': 'https://i.ytimg.com/vi/n6jihEDZT0E/hqdefault.jpg', 'type': 'video', 'thumbnail_height': 360, 'author_url': 'https://www.youtube.com/channel/UCXeeUKULB2mv8v15muT72Ag'}, 'type': 'youtube.com'}",Alif Tree,Electro Salam,,,trip-hop,youtube,,https://www.youtube.com/watch?v=n6jihEDZT0E,n6jihEDZT0E,,,,Electro Salam,Alif Tree - Topic,2018-07-28T16:07:38Z,PT4M26S,657,https://i.ytimg.com/vi/n6jihEDZT0E/hqdefault.jpg,12,1,"['Alif Tree', 'Spaced', 'Electro Salam']",657,12,1,04:26,2018-07-28,2
